name,lat,lon,default_radius,open,close
MCDONALD,42.4473705,-75.0390281,20,0500,2359
MCDONALD,42.44723137,-75.05004812,20,0500,2359
MCDONALD,42.4537497,-75.09083249999999,20,0500,2359
MCDONALD,32.531387,-96.674904,20,0500,2359
MCDONALD,30.6799113,-83.22536410000001,20,0500,2359
MCDONALD,53.36484000000001,-113.4161568,20,0500,2359
MCDONALD,35.87021335,-83.75535809,20,0500,2359
MCDONALD,38.2544721,-76.97515589999999,20,0500,2359
MCDONALD,38.3402711,-77.07312189999999,20,0500,2359
MCDONALD,44.65744106,-111.1002551,20,0500,2359
MCDONALD,35.8367449,-88.91575189999999,20,0500,2359
MCDONALD,43.34167410000001,-83.7388407,20,0500,2359
MCDONALD,43.37370110000001,-83.5941096,20,0500,2359
MCDONALD,32.4042255,-85.9563711,20,0500,2359
MCDONALD,32.9262283,-84.33452489999999,20,0500,2359
MCDONALD,38.29278329999999,-112.648074,20,0500,2359
MCDONALD,40.283741,-81.0009022,20,0500,2359
MCDONALD,41.3560585,-75.0547306,20,0500,2359
MCDONALD,35.2804391,-95.58326900000002,20,0500,2359
MCDONALD,35.4493047,-94.8042531,20,0500,2359
MCDONALD,35.2540902,-95.10953579999999,20,0500,2359
MCDONALD,35.47967130000001,-95.30688359999999,20,0500,2359
MCDONALD,37.30562639999999,-89.9765092,20,0500,2359
MCDONALD,34.8870088,-77.5488586,20,0500,2359
MCDONALD,31.87542059999999,-90.4030646,20,0500,2359
MCDONALD,35.83937607,-96.39152127,20,0500,2359
MCDONALD,42.99802249999999,-84.1201052,20,0500,2359
MCDONALD,42.9972234,-84.17885179999999,20,0500,2359
MCDONALD,34.9915466,-86.8405602,20,0500,2359
MCDONALD,35.42386136,-96.30038149,20,0500,2359
MCDONALD,40.58243531,-124.1463848,20,0500,2359
MCDONALD,33.4862699,-80.4741354,20,0500,2359
MCDONALD,33.4169879,-80.6663743,20,0500,2359
MCDONALD,33.1946056,-80.6012405,20,0500,2359
MCDONALD,45.5101514,-92.98993349999999,20,0500,2359
MCDONALD,39.4256804,-81.4747771,20,0500,2359
MCDONALD,39.4209729,-81.447943,20,0500,2359
MCDONALD,39.4101481,-81.4307084,20,0500,2359
MCDONALD,39.4040851,-81.4189902,20,0500,2359
MCDONALD,43.0166591,-79.2272588,20,0500,2359
MCDONALD,35.90576590000001,-88.75179,20,0500,2359
MCDONALD,44.29378339,-90.82940072,20,0500,2359
MCDONALD,44.01956360000001,-90.5042553,20,0500,2359
MCDONALD,35.72670169999999,-83.47167209999999,20,0500,2359
MCDONALD,35.712227,-83.51725560000001,20,0500,2359
MCDONALD,30.3980862,-96.07078716,20,0500,2359
MCDONALD,35.9979957,-86.69015320000001,20,0500,2359
MCDONALD,45.845623,-92.9738933,20,0500,2359
MCDONALD,27.018195,-80.4639512,20,0500,2359
MCDONALD,37.817742,-96.876962,20,0500,2359
MCDONALD,38.048417,-77.357519,20,0500,2359
MCDONALD,40.7230368,-85.4370453,20,0500,2359
MCDONALD,38.4937256,-76.7743955,20,0500,2359
MCDONALD,31.57049518,-84.10808802,20,0500,2359
MCDONALD,31.71899106,-84.17316645,20,0500,2359
MCDONALD,31.5629378,-84.17695189999999,20,0500,2359
MCDONALD,31.5852488,-84.22002859999999,20,0500,2359
MCDONALD,31.6167651,-84.2198007,20,0500,2359
MCDONALD,31.6112655,-84.1753033,20,0500,2359
MCDONALD,49.52534599999999,-115.7535627,20,0500,2359
MCDONALD,43.198784,-77.94189,20,0500,2359
MCDONALD,36.9641695,-76.60569325,20,0500,2359
MCDONALD,37.3405338,-92.9265988,20,0500,2359
MCDONALD,43.48802299999999,-73.7585576,20,0500,2359
MCDONALD,46.58845789999999,-90.89215019999999,20,0500,2359
MCDONALD,49.7046453,-123.1465356,20,0500,2359
MCDONALD,42.98318359999999,-71.4364153,20,0500,2359
MCDONALD,38.8621122,-77.8481181,20,0500,2359
MCDONALD,49.8854937,-97.31274859999999,20,0500,2359
